ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB
1701	2	1	1	1	9	4	39
1702	2	9	2	1	13	1	15
1703	40	22	56	61	98	38	51
1704	2	1	10	1	4	1	51
1705	4	1	1	2	10	44	77
1706	38	19	1	20	108	21	148
1707	69	19	90	20	125	21	192
1708	16	24	21	53	50	22	207
1709	3	1	1	1	7	4	38
1710	2	1	2	1	1	10	25
1711	3	3	1	1	13	1	4
1712	2	5	2	2	1	1	10
1713	4	3	1	1	7	4	10
1714	2	1	1	1	1	1	7
1715	2	1	1	3	8	25	15
1716	2	1	2	1	1	4	65
1717	2	3	2	1	7	4	7
1718	2	1	1	1	7	1	7
1719	4	1	2	1	21	1	35
1720	2	1	2	1	1	1	1
1721	4	24	21	27	47	22	16
1722	2	1	1	3	3	5	54
1723	18	22	18	22	25	37	16
1724	2	1	145	1	79	1	6
1725	18	22	18	22	115	37	16
1726	2	1	1	117	10	4	18
1727	2	10	13	1	12	1	25
1728	2	1	20	1	4	5	110
1729	112	22	26	22	217	13	289
1730	2	1	5	87	10	4	18
1731	4	1	20	1	7	4	91
1732	4	1	1	1	1	1	4
1733	57	3	1	1	1	9	79
1734	4	1	33	1	1	23	6
1735	2	3	2	20	1	4	56
1736	2	1	1	1	218	1	9
1737	16	24	21	31	47	22	45
1738	2	1	1	1	1	4	61
1739	4	1	1	1	7	1	1
1740	17	19	39	20	150	18	52
1741	2	3	2	1	17	4	42
1742	18	17	156	39	219	19	290
1743	2	3	1	1	220	1	4
1744	106	80	154	124	211	21	280
1745	2	1	2	1	210	4	4
1746	4	1	151	129	213	1	4
1747	108	24	21	33	52	22	67
1748	105	68	153	1	26	4	279
1749	2	1	1	1	9	4	282
1750	107	1	1	1	212	1	2
1751	16	18	21	31	47	110	281
1752	18	1	26	130	115	13	149
1753	109	1	1	1	9	4	12
1754	111	6	13	1	177	1	39
1755	2	1	33	1	1	4	284
1756	18	22	18	22	115	38	51
1757	16	97	21	27	216	57	67
1758	10	1	155	1	214	1	264
1759	18	22	18	23	134	13	16
1760	18	22	85	128	215	61	4
1761	2	1	1	131	9	4	12
1762	18	23	152	22	11	13	12
1763	110	22	26	127	94	13	285
1764	5	3	1	1	9	4	283
1765	18	22	85	128	215	61	286
1766	4	4	1	1	7	4	16
1767	2	3	6	1	9	7	61
1768	16	24	21	27	221	22	292
1769	2	1	1	1	9	4	291
1770	18	22	18	63	11	13	179
1771	2	1	157	8	10	4	61
1772	2	1	5	1	7	4	7
1773	16	24	21	27	52	22	293
1774	2	5	2	1	222	4	38
1775	2	1	159	1	7	1	295
1776	18	15	64	59	11	13	294
1777	113	1	2	1	10	16	121
1778	16	98	21	132	38	22	67
1779	2	9	2	1	13	1	296
1780	2	6	158	1	147	1	31
1781	14	20	2	1	9	11	14
1782	2	5	1	1	10	1	18
1783	16	24	21	38	194	22	103
1784	16	24	21	49	47	22	298
1785	2	1	2	1	224	1	12
1786	2	1	2	1	225	7	13
1787	47	1	13	3	12	25	18
1788	2	6	160	1	226	111	299
1789	2	6	1	1	4	1	6
1790	16	32	21	133	47	22	281
1791	16	18	30	40	47	22	85
1792	2	1	1	1	1	1	300
1793	42	23	26	16	102	38	165
1794	18	22	55	89	11	41	57
1795	18	22	18	63	171	13	179
1796	18	99	26	16	227	13	51
1797	2	1	125	1	9	1	12
1798	3	5	1	134	10	4	4
1799	2	1	1	1	3	1	34
1800	2	1	11	1	9	4	13
1801	2	1	1	26	3	5	54
1802	9	48	2	1	1	1	27
1803	18	22	161	22	11	13	192
1804	2	1	11	1	9	10	61
1805	4	3	1	1	9	27	14
1806	2	6	1	1	4	1	18
1807	69	19	90	20	125	18	266
1808	2	3	1	1	109	4	18
1809	2	1	1	1	4	4	9
1810	2	5	1	1	1	16	2
1811	2	9	1	1	7	1	2
1812	3	79	6	1	7	4	38
1813	18	22	74	63	127	13	99
1814	2	100	2	136	7	1	7
1815	16	18	21	27	47	22	302
1816	1	1	76	1	1	71	1
1817	10	1	11	1	9	10	23
1818	10	1	5	1	7	4	112
1819	16	24	21	27	47	29	67
1820	16	24	60	49	137	22	67
1821	17	19	96	20	113	18	52
1822	18	22	26	64	107	92	192
1823	2	1	1	1	1	1	19
1824	2	1	1	1	12	1	34
1825	2	1	1	1	12	27	1
1826	2	1	1	1	4	4	59
1827	2	3	2	2	6	4	59
1828	2	6	1	37	3	27	4
1829	3	1	2	1	9	1	12
1830	3	1	2	4	1	1	111
1831	3	31	2	1	4	1	9
1832	4	1	1	1	101	1	18
1833	4	1	1	1	12	25	39
1834	42	22	26	96	115	20	51
1835	52	1	2	17	7	16	2
1836	2	1	2	1	2	1	4
1837	18	22	55	85	11	38	51
1838	1	1	2	35	10	24	19
1839	2	1	2	1	16	8	7
1840	18	15	18	85	31	13	51
1841	2	3	1	1	2	4	10
1842	2	2	83	1	12	4	4
1843	16	24	43	49	84	29	67
1844	1	1	1	1	1	1	297
1845	16	24	36	27	47	22	67
1846	2	1	164	1	7	4	303
1847	17	19	28	20	228	21	52
1848	16	24	162	38	47	57	67
1849	3	3	1	1	1	3	79
1850	3	3	1	80	1	1	79
1851	1	1	4	80	1	1	1
1852	1	1	1	80	1	1	1
1853	4	3	1	1	10	1	19
1854	3	3	1	1	1	48	4
1855	2	3	1	1	1	1	12
1856	114	84	163	135	13	83	301
1857	17	19	39	20	125	4	305
1858	16	101	165	27	229	60	45
1859	18	22	26	108	98	37	227
1860	18	22	18	61	32	13	50
1861	2	1	166	46	9	1	12
1862	2	1	167	1	1	1	4
1863	2	1	1	2	1	1	1
1864	3	1	1	1	12	1	4
1865	2	1	1	1	1	1	61
1866	115	24	42	137	47	22	306
1867	2	3	2	35	1	4	4
1868	2	3	1	1	1	1	31
1869	3	3	1	1	9	1	4
1870	16	3	1	1	1	1	31
1871	2	24	11	1	4	8	24
1872	16	24	21	31	24	40	67
1873	2	6	10	82	20	10	25
1874	2	60	77	1	17	4	42
1875	16	24	21	53	47	17	215
1876	2	5	1	1	12	1	18
1877	1	1	2	1	10	24	19
1878	3	5	1	1	9	1	43
1879	1	3	1	1	1	1	79
1880	3	4	6	1	7	85	38
1881	16	24	21	27	47	22	75
1882	116	24	21	27	53	22	80
1883	3	3	1	1	1	45	4
1884	3	1	2	4	1	45	4
1885	16	24	21	27	47	22	39
1886	2	5	118	1	10	1	13
1887	18	22	74	64	154	20	99
1888	16	18	21	138	82	60	75
1889	117	22	55	125	11	20	273
1890	63	60	2	77	4	15	307
1891	2	1	2	1	1	112	10
1892	18	22	74	16	31	92	154
1893	2	1	1	1	9	4	308
1894	16	18	168	91	47	33	67
1895	16	28	21	121	47	113	67
1896	14	1	1	1	230	1	4
1897	2	1	11	1	1	1	271
1898	2	1	20	2	1	1	89
1899	16	45	21	27	39	22	67
1900	2	1	62	1	12	4	155
1901	18	22	74	16	7	69	99
1902	2	31	1	1	12	4	136
1903	16	24	21	27	47	17	67
1904	60	24	21	27	53	17	103
1905	2	1	1	1	7	4	12
1906	2	9	2	1	13	1	309
1907	18	22	26	59	107	38	49
1908	3	1	6	1	7	4	38
1909	18	15	18	22	231	13	310
1910	2	1	169	1	232	7	13
1911	2	3	1	1	1	4	6
1912	18	22	25	64	11	13	194
1913	2	1	170	35	10	24	19
1914	2	1	2	1	7	1	311
1915	16	24	21	31	47	93	67
1916	4	77	13	3	4	27	25
1917	2	2	1	1	1	1	218
1918	16	18	21	33	47	40	67
1919	2	1	1	1	12	4	34
1920	2	1	1	6	9	4	31
1921	18	22	26	16	233	37	312
1922	3	4	6	1	7	4	16
1923	2	3	1	1	10	1	43
1924	18	23	26	139	11	41	313
1925	118	1	2	1	1	1	4
1926	2	4	1	1	26	1	2
1927	2	1	171	1	10	4	13
1928	16	18	21	33	47	17	67
1929	18	22	26	110	234	20	314
1930	2	3	172	3	1	28	56
1931	2	9	173	1	13	1	10
1932	10	7	1	26	10	4	127
1933	2	1	1	1	3	1	9
1934	2	1	2	1	235	4	6
1935	16	24	21	140	231	17	67
1936	4	53	1	1	1	114	56
1937	27	3	2	1	7	4	17
1938	2	3	41	1	1	25	23
1939	2	1	174	13	16	15	4
1940	10	5	1	1	10	11	40
1941	2	102	1	1	9	4	12
1942	2	5	1	1	2	1	43
1943	18	15	54	141	74	74	99
1944	2	1	1	6	9	115	182
1945	17	55	175	20	117	18	156
1946	2	6	1	142	10	1	34
1947	16	24	21	143	47	60	67
1948	2	1	2	144	10	1	19
1949	2	6	101	5	4	1	6
1950	91	6	91	5	4	111	6
1951	91	6	111	5	4	8	6
1952	18	22	176	145	11	38	316
1953	17	3	1	1	1	1	4
1954	3	1	2	4	1	1	56
1955	17	19	69	39	219	21	126
1956	4	1	1	146	1	4	12
1957	16	24	21	38	238	22	67
1958	71	1	1	2	16	4	40
1959	17	19	177	20	239	18	148
1960	2	9	2	1	13	1	317
1961	1	1	1	1	1	116	1
1962	2	1	65	1	240	4	43
1963	2	103	1	2	10	4	9
1964	2	3	1	147	4	4	4
1965	2	3	3	2	6	4	4
1966	2	1	2	1	10	4	42
1967	2	3	6	1	9	4	4
1968	2	1	2	1	12	1	12
1969	3	3	2	1	1	1	264
1970	2	1	1	1	1	15	13
1971	56	1	2	1	9	15	12
1972	4	3	2	26	7	1	4
1973	2	3	6	75	9	7	35
1974	38	19	39	20	108	21	67
1975	2	1	1	1	13	4	12
1976	2	3	6	75	1	4	137
1977	65	59	89	79	136	81	170
1978	2	4	2	1	7	1	46
1979	2	1	1	1	9	1	1
1980	16	24	105	27	158	22	178
1981	7	3	5	1	1	1	84
1982	2	1	2	1	1	1	9
1983	3	1	47	1	13	1	16
1984	16	24	21	38	155	22	67
1985	4	3	2	1	9	1	12
1986	16	24	21	27	47	22	183
1987	1	1	1	3	3	28	64
1988	16	28	21	27	47	22	183
1989	4	1	1	1	7	1	9
1990	2	9	1	1	1	1	48
1991	2	3	6	1	1	3	38
1992	16	28	21	1	1	1	16
1993	15	1	2	1	3	1	18
1994	16	24	84	38	47	57	67
1995	4	1	2	1	1	10	43
1996	2	1	2	2	1	1	68
1997	3	3	95	1	16	1	321
1998	18	22	26	61	231	20	320
1999	2	5	1	1	9	1	318
2000	18	23	55	89	11	41	319
2001	15	1	1	4	3	1	19
2002	2	5	2	1	7	4	23
2003	2	1	62	3	242	4	110
2004	4	1	2	1	1	114	4
2005	4	3	1	36	9	10	322
2006	16	18	21	27	47	22	323
2007	2	6	178	82	20	10	25
2008	16	18	179	148	76	22	103
2009	4	5	2	52	1	1	7
2010	17	55	39	20	243	18	156
2011	16	18	21	40	120	22	152
2012	18	22	26	130	115	13	149
2013	16	18	21	33	55	59	324
2014	2	4	2	1	10	31	19
2015	2	1	1	3	8	1	15
2016	2	6	1	5	4	1	325
2017	2	6	1	5	4	117	6
2018	3	9	2	1	1	1	16
2019	2	3	2	1	13	1	16
2020	2	3	2	1	13	1	35
2021	2	4	2	1	13	1	16
2022	4	1	1	1	7	4	10
2023	4	9	1	1	7	4	10
2024	3	1	2	1	1	1	16
2025	2	1	2	1	24	4	4
2026	2	1	2	1	26	1	2
2027	14	1	2	2	135	4	2
2028	2	5	1	1	10	1	31
2029	2	3	2	1	7	1	12
2030	2	1	2	1	10	4	327
2031	3	1	2	4	1	1	10
2032	3	4	6	1	7	4	6
2033	2	1	2	3	10	4	19
2034	98	19	39	20	199	118	262
2035	2	3	1	1	12	1	100
2036	3	4	2	1	1	1	16
2037	18	22	26	61	31	119	51
2038	2	1	1	1	1	4	36
2039	2	3	2	4	9	4	13
2040	3	3	1	1	1	1	326
2041	1	1	138	1	1	1	1
2042	4	1	2	4	10	102	242
2043	2	1	19	1	12	4	4
2044	2	89	1	1	9	4	12
2045	18	22	26	22	94	13	51
2046	2	1	1	2	177	1	54
2047	2	1	1	1	1	4	243
2048	16	18	46	27	104	29	75
2049	16	18	43	40	47	22	124
2050	2	3	2	37	10	1	15
2051	16	24	21	27	47	22	207
2052	3	1	1	1	2	1	100
2053	2	3	1	4	1	4	13
2054	2	1	5	117	10	4	18
2055	2	1	1	6	101	1	10
2056	2	3	2	4	9	4	244
2057	16	18	84	31	54	29	67
2058	2	3	2	4	7	4	24
2059	18	22	26	23	31	41	49
2060	2	6	65	82	20	10	25
2061	2	86	6	1	9	4	13
2062	16	18	21	66	47	17	85
2063	2	1	11	35	7	4	13
2064	2	3	1	1	220	4	42
2065	2	1	65	1	214	1	40
2066	2	1	13	34	16	25	4
2067	17	19	39	39	107	21	126
2068	18	22	26	22	233	43	51
2069	16	18	21	27	47	93	75
2070	2	1	1	151	1	27	19
2071	120	6	1	3	26	1	77
2072	2	1	1	1	9	8	12
2073	18	15	18	22	11	38	51
2074	4	1	1	1	9	1	23
2075	17	19	39	39	198	18	196
2076	2	3	1	1	118	1	13
2077	3	3	88	1	1	1	4
2078	28	24	21	27	92	22	67
2079	2	1	88	6	7	1	12
2080	4	5	88	1	1	94	23
2081	16	18	21	38	68	22	67
2082	3	1	2	1	244	4	64
2083	17	19	175	149	185	120	148
2084	3	4	180	1	7	4	38
2085	2	5	2	150	7	1	10
2086	2	1	1	1	3	3	329
2087	2	105	1	6	7	1	12
2088	2	1	182	1	9	1	93
2089	16	24	21	27	52	122	67
2090	2	2	2	1	247	4	25
2091	119	104	181	64	94	121	328
2092	17	19	39	39	246	123	196
2093	2	3	183	1	118	1	13
2094	4	1	1	1	245	1	38
2095	10	1	11	1	9	125	43
2096	1	6	1	1	1	46	1
2097	4	1	1	1	12	1	39
2098	43	1	2	1	16	4	16
2099	3	6	1	1	10	4	4
2100	3	3	1	129	1	1	4
2101	3	3	1	1	191	1	18
2102	2	3	2	1	1	1	56
2103	2	1	1	1	13	4	4
2104	122	3	2	2	6	4	4
2105	2	1	2	1	3	1	332
2106	3	3	3	1	1	1	4
2107	3	1	1	1	16	4	43
2108	2	1	1	3	12	1	5
2109	42	22	18	22	79	41	179
2110	2	68	186	2	4	4	4
2111	4	108	1	1	9	1	35
2112	2	1	5	1	2	8	112
2113	2	1	2	2	1	10	43
2114	16	24	21	27	47	22	204
2115	2	1	17	1	1	1	23
2116	2	1	1	1	9	1	19
2117	60	24	21	76	250	17	339
2118	5	1	1	1	9	1	34
2119	40	22	56	61	11	126	99
2120	2	1	1	1	12	1	344
2121	3	1	1	4	7	4	13
2122	16	45	21	27	251	60	67
2123	2	1	10	1	1	10	25
2124	2	1	2	17	27	1	25
2125	18	22	26	22	151	13	51
2126	2	1	2	2	31	4	4
2127	12	1	1	152	5	1	36
2128	2	1	1	1	2	4	9
2129	2	3	1	1	10	1	5
2130	2	1	2	37	7	1	19
2131	18	22	26	22	171	20	51
2132	63	3	3	1	186	100	239
2133	18	22	26	96	252	13	51
2134	2	1	5	2	255	4	333
2135	2	1	2	1	225	1	13
2136	2	2	1	4	1	4	18
2137	42	22	56	61	94	38	169
2138	18	22	26	63	127	20	345
2139	16	24	43	38	54	22	346
2140	2	6	1	3	1	4	15
2141	2	3	6	4	9	1	4
2142	4	5	1	1	1	4	46
2143	18	22	18	16	11	13	179
2144	18	109	26	63	254	38	359
2145	2	6	17	1	20	10	360
2146	2	6	16	5	4	1	195
2147	1	1	1	1	256	1	1
2148	3	1	1	1	3	5	9
2149	1	9	2	1	13	1	16
2150	14	1	2	2	135	4	12
2151	4	1	1	1	1	1	31
2152	16	37	21	27	47	60	39
2153	4	1	8	1	6	2	12
2154	10	1	155	1	214	1	43
2155	2	3	1	1	10	15	12
2156	2	3	1	97	12	1	39
2157	2	1	2	1	10	1	13
2158	4	1	5	1	7	1	24
2159	4	7	1	37	177	4	6
2160	2	1	1	37	10	1	334
2161	2	9	2	65	13	1	4
2162	4	1	1	1	20	45	218
2163	2	5	1	1	9	4	18
2164	2	3	1	1	9	1	335
2165	2	1	1	1	1	4	336
2166	16	18	93	27	41	22	16
2167	2	9	2	1	13	1	35
2168	18	22	18	22	25	37	25
2169	42	22	55	22	11	13	25
2170	1	6	17	1	20	10	35
2171	2	6	1	1	4	4	4
2172	124	3	1	1	257	4	4
2173	4	6	19	13	1	4	22
2174	125	6	1	1	1	1	1
2175	2	1	2	1	213	1	7
2176	2	1	1	1	1	1	68
2177	10	3	6	1	9	7	4
2178	2	1	76	1	10	1	9
2179	9	4	2	1	1	1	9
2180	9	4	2	1	1	4	27
2181	2	1	2	1	9	4	112
2182	2	1	2	1	9	7	112
2183	16	24	21	31	146	22	74
2184	18	22	26	110	107	20	192
2185	2	1	35	1	3	27	25
2186	2	1	1	1	1	1	16
2187	4	1	1	39	7	1	4
2188	4	1	1	1	223	1	4
2189	3	3	1	1	1	1	112
2190	2	10	13	1	1	7	6
2191	3	1	2	1	1	4	16
2192	2	1	1	6	101	67	10
2193	15	3	1	1	1	1	4
2194	3	3	1	1	1	112	4
2195	3	3	1	136	1	1	4
2196	3	3	1	1	10	1	13
2197	2	52	1	1	7	1	46
2198	3	3	1	1	1	88	4
2199	2	1	1	1	1	4	127
2200	2	3	159	1	4	4	4
2201	2	7	2	1	2	1	2
2202	2	3	65	6	3	15	4
2203	2	6	1	37	3	27	111
2204	10	1	11	1	9	10	300
2205	3	31	2	1	4	1	220
2206	16	24	21	27	47	22	252
2207	16	24	21	27	76	22	73
2208	3	3	1	1	1	1	59
2209	6	3	1	1	12	1	111
2210	2	1	1	1	4	4	111
2211	79	3	1	1	9	1	23
2212	2	3	6	1	9	7	59
2213	4	1	2	1	1	7	111
2214	6	3	1	1	12	1	59
2215	79	3	1	1	9	1	300
2216	2	1	1	1	10	4	242
2217	2	1	2	3	26	4	25
2218	98	80	22	20	258	18	162
2219	126	1	1	2	16	4	337
2220	127	1	2	3	10	1	19
2221	16	24	21	40	47	60	281
2222	16	24	21	121	47	22	67
2223	41	1	1	1	1	1	19
2224	2	1	1	1	16	27	12
2225	18	23	56	63	11	43	165
2226	6	3	1	2	12	1	110
2227	2	1	71	1	3	3	4
2228	16	24	21	27	155	22	67
2229	3	3	1	1	4	4	4
2230	3	61	1	1	1	1	4
2231	2	1	11	1	10	25	4
2232	2	1	11	1	10	25	13
2233	17	3	28	20	34	18	148
2234	1	4	6	1	7	4	38
2235	17	19	39	20	108	55	142
2236	2	1	2	4	9	1	18
2237	1	1	1	1	1	46	1
2238	2	1	1	1	1	3	12
2239	4	1	1	1	11	1	35
2240	3	3	1	1	1	22	4
2241	18	22	26	23	31	13	141
2242	2	1	1	1	13	4	19
2243	82	19	188	39	51	21	245
2244	43	1	2	1	10	35	13
2245	3	3	1	1	1	15	4
2246	16	24	134	76	153	22	67
2247	2	1	1	26	1	48	54
2248	2	1	1	1	9	4	112
2249	2	5	1	20	9	4	6
2250	10	20	2	1	9	11	25
2251	128	19	69	39	259	18	148
2252	2	3	1	20	4	1	4
2253	4	5	2	2	1	1	24
2254	25	33	141	26	7	1	56
2255	1	1	2	1	10	1	19
2256	65	110	189	1	260	4	170
2257	18	19	175	114	261	21	338
2258	4	1	11	1	9	10	9
2259	3	4	6	1	7	4	35
2260	3	3	1	2	1	1	4
2261	2	1	5	1	4	1	10
2262	2	4	1	26	7	27	9
2263	16	18	21	154	47	22	67
2264	3	9	47	1	13	1	340
2265	5	1	1	1	10	4	13
2266	38	19	112	39	96	63	125
2267	2	1	2	1	1	1	38
2268	2	3	11	1	7	4	13
2269	2	1	37	2	102	1	68
2270	2	3	1	20	61	4	133
2271	2	1	1	153	10	4	13
2272	9	4	190	1	1	1	27
2273	16	24	21	27	47	22	341
2274	38	19	39	20	206	127	67
2275	18	22	26	22	115	52	51
2276	13	15	18	16	25	13	50
2277	129	6	1	1	1	1	1
2278	2	7	70	1	262	6	4
2279	2	111	1	26	3	4	123
2280	2	1	2	1	10	4	12
2281	4	1	1	22	7	4	35
2282	4	1	1	1	10	4	337
2283	2	27	1	1	12	1	13
2284	2	1	1	6	7	1	10
2285	2	1	101	2	1	1	18
2286	2	1	62	1	10	4	110
2287	2	6	88	5	4	1	6
2288	16	18	21	33	55	59	75
2289	1	6	88	1	1	1	1
2290	1	1	1	1	1	104	1
2291	2	1	88	13	16	15	4
2292	3	4	6	1	263	4	38
2293	2	112	1	1	7	4	4
2294	4	4	1	1	264	4	10
2295	16	24	21	27	92	22	288
2296	3	3	1	1	1	1	38
2297	2	3	1	1	10	4	13
2298	98	1	90	20	117	21	162
2299	1	1	1	1	1	1	17
2300	38	19	53	58	73	21	342
2301	16	18	21	91	76	33	124
2302	10	7	2	2	265	25	4
2303	42	22	191	59	266	128	237
2304	2	9	2	1	13	129	16
2305	17	19	28	20	211	18	52
2306	3	3	1	1	1	1	269
2307	50	19	147	20	150	18	4
2308	42	22	55	125	103	20	173
2309	16	24	21	27	68	17	67
2310	2	1	2	37	45	27	9
2311	2	3	3	1	12	4	2
2312	18	71	26	59	169	92	50
2313	21	3	1	37	3	27	4
2314	3	3	1	82	1	1	4
2315	70	22	18	22	79	41	51
2316	1	6	1	131	1	1	1
2317	16	24	21	38	267	130	200
2318	4	3	1	1	21	1	110
2319	2	1	65	2	5	1	173
2320	18	23	56	111	25	92	237
2321	2	1	2	1	3	1	25
2322	3	20	1	1	1	1	4
2323	16	24	21	155	54	22	67
2324	2	1	1	1	16	4	4
2325	1	1	1	1	1	1	9
2326	4	4	1	1	9	1	4
2327	16	24	21	27	47	1	67
2328	2	38	1	1	7	1	89
2329	18	22	26	108	11	13	165
2330	4	1	1	1	3	7	6
2331	16	18	21	44	53	17	85
2332	38	19	82	39	107	51	148
2333	2	6	13	2	177	1	39
2334	18	22	26	61	11	13	50
2335	17	19	39	39	113	21	53
2336	2	6	5	1	1	58	223
2337	17	19	39	20	156	127	52
2338	38	66	114	8	45	20	1
2339	5	1	11	8	7	58	24
2340	65	59	86	79	136	82	6
2341	33	42	101	99	40	57	91
2342	4	1	1	8	12	1	2
2343	4	31	2	2	1	10	43
2344	2	5	10	1	1	4	25
2345	17	19	69	112	185	21	52
2346	4	3	1	1	1	107	16
2347	2	3	1	2	10	4	12
2348	50	19	53	39	100	18	162
2349	2	10	13	1	4	1	25
2350	16	4	21	27	47	22	67
2351	17	19	28	20	34	18	148
2352	18	22	25	63	171	13	179
2353	3	4	6	1	7	4	18
2354	42	22	192	64	269	20	312
2355	18	22	18	61	11	13	51
2356	2	3	1	1	9	4	4
2357	2	6	1	5	11	1	347
2358	3	4	6	156	7	4	38
2359	130	1	1	1	4	4	4
2360	131	22	193	157	11	133	348
2361	2	5	2	2	7	1	18
2362	45	18	21	49	155	17	67
2363	2	5	1	1	9	1	13
2364	2	1	2	1	12	4	23
2365	2	3	2	1	9	4	12
2366	42	22	26	63	11	13	158
2367	2	114	1	1	12	4	349
2368	16	115	21	53	47	33	67
2369	2	1	33	1	1	4	13
2370	2	9	1	1	13	1	16
2371	85	1	2	1	9	21	112
2372	2	6	157	5	4	1	6
2373	10	53	113	83	129	58	24
2374	98	70	2	13	166	81	219
2375	4	1	1	20	9	4	17
2376	2	1	1	37	10	23	9
2377	28	24	21	53	47	17	134
2378	85	70	81	13	159	40	219
2379	2	1	1	1	9	72	12
2380	2	1	1	1	9	62	291
2381	2	6	1	5	11	2	15
2382	2	1	2	158	1	1	6
2383	2	1	2	1	4	1	4
2384	2	53	3	20	1	4	18
2385	2	1	65	2	5	1	350
2386	16	24	21	49	76	134	67
2387	4	31	13	1	1	1	87
2388	16	24	21	27	39	22	176
2389	38	19	39	20	206	127	148
2390	2	5	6	4	1	2	25
2391	14	9	2	1	7	4	182
2392	2	1	172	1	9	1	116
2393	87	1	1	1	10	4	13
2394	126	3	1	1	4	4	351
2395	133	27	19	1	47	135	10
2396	4	1	1	97	9	4	64
2397	2	1	1	1	16	1	13
2398	135	3	2	1	10	1	13
2399	2	9	81	1	9	1	16
2400	2	1	2	1	10	137	120
2401	38	19	53	40	73	21	130
2402	4	20	2	1	144	1	4
2403	2	3	101	1	21	15	352
2404	2	1	2	18	1	4	110
2405	2	1	11	1	9	1	21
2406	3	106	20	18	271	4	4
2407	2	1	99	1	9	5	5
2408	2	1	2	37	27	1	39
2409	16	45	21	27	57	136	67
2410	4	1	13	2	10	44	6
2411	2	1	17	1	1	4	23
2412	30	18	21	31	47	22	67
2413	2	1	1	1	140	25	19
2414	2	1	2	159	10	24	135
2415	6	1	1	1	9	1	43
2416	2	1	1	1	7	1	18
2417	2	3	2	1	26	15	23
2418	15	1	1	1	10	4	6
2419	10	1	196	1	12	1	38
2420	14	1	1	1	9	1	13
2421	17	19	82	39	272	21	148
2422	134	106	20	18	1	4	4
2423	4	1	1	2	27	1	4
2424	2	1	37	1	3	1	2
2425	6	1	2	1	1	1	14
2426	4	3	1	1	9	10	14
2427	2	9	2	1	13	1	23
2428	2	9	1	1	1	1	129
2429	7	47	1	1	1	1	4
2430	3	1	2	1	9	1	10
2431	60	24	21	53	54	22	353
2432	17	19	156	160	273	21	52
2433	2	106	4	158	248	1	19
2434	4	2	10	1	274	4	25
2435	2	1	1	4	9	1	12
2436	4	1	1	1	12	4	46
2437	4	3	1	1	1	10	25
2438	4	1	2	1	16	44	182
2439	2	5	2	1	26	4	2
2440	3	5	95	1	7	1	12
2441	2	1	2	1	12	4	9
2442	2	2	2	1	1	1	2
2443	16	18	194	154	270	22	75
2444	2	1	195	13	1	1	13
2445	132	1	1	1	9	4	16
2446	2	1	2	37	45	1	9
2447	14	1	2	1	9	1	23
2448	4	3	1	36	9	10	127
2449	2	3	2	161	4	1	15
2450	2	1	1	1	230	1	12
2451	2	1	2	1	9	1	9
2452	2	116	1	18	275	4	10
2453	2	1	1	1	7	4	271
2454	136	3	2	3	1	1	6
2455	4	1	20	1	7	4	12
2456	28	24	21	53	47	22	67
2457	2	1	2	6	101	1	129
2458	2	1	1	1	12	1	38
2459	2	1	5	1	9	4	13
2460	42	22	26	96	233	38	51
2461	3	1	2	4	1	9	4
2462	16	18	43	49	47	30	71
2463	16	18	21	38	47	17	67
2464	16	24	21	27	54	17	71
2465	16	18	21	27	137	22	103
2466	139	119	197	164	276	83	354
2467	2	3	1	4	6	2	38
2468	16	18	21	49	176	22	152
2469	16	24	21	38	278	22	73
2470	16	18	30	49	47	22	207
2471	2	1	1	1	232	1	13
2472	16	24	60	33	53	22	67
2473	2	51	1	4	17	15	355
2474	2	2	198	1	7	1	24
2475	16	18	21	38	52	57	356
2476	42	22	26	64	154	20	154
2477	16	24	21	27	146	59	75
2478	18	15	26	61	32	20	312
2479	45	24	21	106	146	59	75
2480	2	3	1	8	12	1	12
2481	2	1	5	1	2	8	24
2482	2	1	11	1	7	1	13
2483	18	22	26	59	280	141	357
2484	2	121	1	1	7	4	18
2485	2	1	1	87	10	1	12
2486	114	84	163	135	281	143	214
2487	2	1	11	1	1	1	358
2488	16	32	21	33	47	22	361
2489	18	23	152	22	11	13	51
2490	16	24	21	27	47	30	75
2491	142	24	21	27	52	22	152
2492	2	3	2	2	6	4	250
2493	4	1	1	37	21	1	30
2494	10	1	2	37	45	4	9
2495	18	23	55	89	11	41	51
2496	2	10	1	1	14	3	299
2497	3	1	2	4	1	46	4
2498	4	1	1	1	12	1	363
2499	4	1	2	52	1	1	362
2500	2	1	1	1	10	1	218
2501	2	1	2	1	4	150	87
2502	2	6	1	5	4	46	6
2503	19	23	25	63	94	91	227
2504	2	20	1	1	4	4	4
2505	2	1	1	2	283	4	13
2506	25	33	1	26	284	1	56
2507	17	19	39	20	228	21	364
2508	16	24	21	53	176	22	124
2509	148	1	1	1	4	4	4
2510	4	1	5	1	1	11	112
2511	149	45	42	27	132	66	67
2512	10	20	2	39	7	1	14
2513	2	3	1	1	7	4	12
2514	2	1	1	1	4	4	17
2515	2	1	2	1	1	1	19
2516	3	3	1	1	1	1	27
2517	16	45	21	27	55	22	200
2518	29	24	59	49	44	22	85
2519	4	5	1	1	10	1	31
2520	2	1	2	1	9	1	42
2521	2	3	1	1	6	4	4
